Id,Overall Qual,Year Built,Full Bath,Half Bath,Garage Area,Total Bsmt SF,Gr Liv Area,1st Flr SF,2nd Flr SF,SalePrice,FbathxHbath
2545,6,1965,2,0,299.0,1187.0,1565,1565,0,185900,0
2660,7,1914,1,1,320.0,880.0,1768,880,888,163000,1
2882,5,1951,2,0,0.0,660.0,1396,1060,336,115000,0
1379,6,1978,1,0,484.0,1008.0,1096,1096,0,157500,0
491,7,1999,2,1,658.0,1177.0,2312,1223,1089,245000,2
1002,8,1993,2,0,462.0,1337.0,1337,1337,0,180000,0
1848,7,2004,2,1,480.0,551.0,1102,551,551,148800,2
1455,8,2002,2,1,577.0,1128.0,2031,1128,903,237000,2
908,2,1920,1,0,246.0,290.0,438,438,0,60000,0
1490,5,1976,1,0,504.0,456.0,1033,1033,0,165000,0
1465,7,2003,2,1,596.0,1129.0,2327,1129,1198,240000,2
1627,7,1992,2,0,420.0,1168.0,1187,1187,0,160000,0
2849,6,1945,1,0,440.0,780.0,1340,816,524,128000,0
1501,4,1955,2,0,0.0,0.0,1152,1152,0,82000,0
626,6,1966,2,0,542.0,1562.0,1567,1567,0,256000,0
722,7,1920,1,0,324.0,650.0,1482,832,650,143000,0
2260,7,2006,2,0,433.0,1689.0,1689,1689,0,231713,0
1639,5,1969,1,1,828.0,1100.0,1424,1424,0,155000,1
1603,5,1983,1,0,264.0,816.0,816,816,0,128500,0
1520,7,1921,2,0,312.0,1228.0,1424,1424,0,168000,0
1665,7,1972,1,1,484.0,725.0,1479,725,754,184000,1
2635,5,1962,1,0,0.0,1025.0,1025,1025,0,124000,0
581,6,1970,2,0,615.0,1442.0,1442,1442,0,185000,0
2435,8,2000,2,1,504.0,1406.0,1936,1454,482,230500,2
2799,7,1998,2,1,555.0,1054.0,1939,1070,869,227000,2
883,6,2005,2,1,540.0,738.0,1476,738,738,173500,2
2537,5,1968,1,0,326.0,833.0,898,898,0,140000,0
1120,8,2006,2,0,480.0,1460.0,1460,1460,0,247000,0
774,6,1978,1,0,504.0,456.0,1034,1034,0,149900,0
1447,5,1978,1,0,528.0,864.0,1174,1174,0,158000,0
104,7,2003,2,1,496.0,530.0,1080,530,550,147110,2
2694,6,1937,2,0,198.0,780.0,1376,780,596,119500,0
920,5,1940,1,1,440.0,840.0,1567,840,727,205000,1
1951,5,1895,1,1,0.0,736.0,1534,751,783,148000,1
9,8,1995,2,0,608.0,1595.0,1616,1616,0,236500,0
2848,5,1938,2,0,240.0,1058.0,1551,1058,493,137000,0
614,5,1955,1,0,330.0,960.0,960,960,0,122000,0
1736,7,2007,2,0,436.0,1302.0,1302,1302,0,176485,0
2686,5,1925,1,0,210.0,816.0,816,816,0,109000,0
2257,7,1998,1,1,286.0,1502.0,1502,1502,0,330000,1
1284,6,2008,1,0,308.0,192.0,1133,1133,0,143000,0
1765,9,1998,2,1,806.0,1408.0,3078,1671,1407,410000,2
1811,6,1994,2,1,471.0,928.0,1721,936,785,201000,2
2603,4,1910,1,1,648.0,1077.0,1760,981,779,80000,1
2220,6,1945,2,1,180.0,1028.0,2320,1436,884,259500,2
2273,7,2003,3,1,452.0,1122.0,2486,1146,1340,279900,3
163,5,1959,1,1,305.0,1246.0,1246,1246,0,154000,1
2116,6,1958,2,0,389.0,1444.0,2144,1444,700,277000,0
2734,5,1942,1,0,215.0,799.0,1150,799,351,128000,0
426,8,2007,2,0,890.0,1566.0,1600,1600,0,256300,0
2216,4,1930,2,0,231.0,930.0,1755,1230,525,188000,0
2900,8,2002,2,0,765.0,1800.0,1800,1800,0,312500,0
97,7,2004,2,1,480.0,600.0,1200,600,600,151000,2
1680,5,1971,1,1,440.0,765.0,1365,765,600,122500,1
1133,6,2003,2,1,542.0,835.0,1696,835,861,188000,2
2761,7,2005,2,1,638.0,945.0,1809,945,864,209700,2
1642,8,2006,1,1,724.0,2220.0,2234,2234,0,441929,1
1141,6,1993,2,1,474.0,886.0,1680,886,794,163000,2
2118,6,1966,2,1,444.0,832.0,2087,976,1111,187500,2
870,8,1999,2,0,521.0,1462.0,1513,1513,0,220000,0
1875,5,1967,1,0,308.0,949.0,1107,1107,0,127000,0
155,5,1955,1,0,392.0,0.0,827,827,0,107500,0
1318,6,1914,2,0,0.0,742.0,1484,742,742,128000,0
1285,5,1925,1,0,504.0,680.0,764,764,0,73000,0
2400,9,2003,2,0,874.0,1792.0,1792,1792,0,374000,0
1068,8,2001,2,1,746.0,1479.0,2649,1515,1134,421250,2
361,6,1992,2,1,389.0,808.0,1593,808,785,178000,2
1493,4,1972,2,0,588.0,1138.0,1181,1181,0,137500,0
1110,8,1994,2,0,691.0,1986.0,1987,1987,0,301500,0
911,6,1935,1,1,180.0,583.0,1242,647,595,105000,1
2535,6,1968,1,0,504.0,976.0,976,976,0,157500,0
2030,5,1901,1,0,216.0,969.0,1214,969,245,117000,0
2634,5,1962,1,0,336.0,864.0,864,864,0,105000,0
1530,6,1936,1,0,240.0,1064.0,1639,1166,0,115000,0
435,9,2008,2,0,834.0,1736.0,1736,1736,0,360000,0
812,5,1979,2,0,400.0,0.0,1535,1535,0,118858,0
1202,6,1966,1,1,484.0,800.0,1632,800,832,173000,1
666,3,1890,1,1,320.0,630.0,725,725,0,78500,1
1751,7,2004,2,1,440.0,840.0,1720,840,880,183500,2
705,4,1953,1,0,576.0,936.0,936,936,0,93000,0
1744,8,2003,2,0,630.0,1406.0,1589,1589,0,226500,0
357,6,1993,2,1,380.0,799.0,1571,799,772,178000,2
2133,7,2003,2,0,558.0,1453.0,1479,1479,0,226000,0
989,5,1969,1,1,898.0,784.0,1632,784,848,173000,1
562,5,1965,1,0,360.0,864.0,864,864,0,62383,0
1054,9,2008,2,1,858.0,1452.0,2713,1476,1237,446261,2
2850,7,1926,1,0,312.0,624.0,1479,743,736,160000,0
1082,7,2004,2,0,668.0,1393.0,1576,1576,0,219990,0
1440,7,1999,2,0,577.0,1468.0,1479,1479,0,191000,0
2006,5,1925,1,0,308.0,756.0,1060,916,144,136500,0
2082,4,1958,1,0,308.0,0.0,943,943,0,80000,0
2344,7,1988,2,1,786.0,1204.0,2183,1377,806,229000,2
248,7,1993,2,1,574.0,1050.0,1949,1062,887,236000,2
2276,10,2006,2,0,932.0,1824.0,1824,1824,0,392000,0
755,6,1927,2,0,316.0,720.0,1930,1146,784,149000,0
1178,10,1998,2,1,846.0,970.0,2393,1469,924,345000,2
2636,5,1900,2,0,624.0,716.0,2014,1007,1007,169000,0
2077,4,1946,1,0,336.0,484.0,1242,1242,0,109900,0
2930,7,1993,2,1,650.0,996.0,2000,996,1004,188000,2
737,6,1939,1,0,280.0,780.0,1412,825,587,132500,0
837,5,1994,1,0,440.0,990.0,990,990,0,143000,0
2086,5,1951,1,0,256.0,1342.0,1342,1342,0,125000,0
2385,9,2005,2,0,1085.0,1868.0,1868,1868,0,415000,0
189,4,1910,1,0,528.0,622.0,1363,741,622,125500,0
635,6,1958,2,0,338.0,1240.0,1632,1632,0,139000,0
432,10,2008,2,1,842.0,1722.0,2296,1728,568,451950,2
900,5,1959,2,0,0.0,1678.0,1678,1678,0,119900,0
966,8,2001,2,0,471.0,1267.0,1296,1296,0,220000,0
1612,6,1971,2,0,525.0,1587.0,1587,1587,0,167300,0
904,5,1941,1,0,256.0,720.0,1298,854,444,122000,0
2487,5,1963,2,0,504.0,1728.0,1728,1728,0,125000,0
1304,5,1957,1,0,288.0,928.0,928,928,0,112500,0
2112,7,2005,2,1,578.0,879.0,1795,879,916,191000,2
1244,6,1958,1,0,288.0,1080.0,1080,1080,0,136000,0
843,7,1998,2,1,546.0,866.0,1779,866,913,197900,2
2689,6,1910,1,0,255.0,485.0,1635,1001,634,117000,0
2753,7,2006,2,0,632.0,1199.0,1220,1220,0,194000,0
1169,9,2001,1,1,545.0,1310.0,1310,1310,0,285000,1
1376,5,1940,2,0,0.0,644.0,1355,808,547,127500,0
2503,7,1992,2,1,590.0,1095.0,2295,1166,1129,268000,2
1987,4,1900,2,1,342.0,1075.0,1798,1156,642,137000,2
1190,7,1967,2,0,578.0,1620.0,1620,1620,0,215000,0
1930,5,1955,1,0,336.0,1216.0,1216,1216,0,129500,0
2677,5,1936,1,0,240.0,896.0,1344,896,448,115000,0
1256,5,1925,1,0,288.0,747.0,1159,747,412,114000,0
2484,4,1966,1,0,384.0,1056.0,1056,1056,0,107000,0
1253,5,1947,1,0,336.0,832.0,1216,832,384,118500,0
1337,6,1929,1,0,208.0,862.0,1158,950,208,120000,0
1788,8,2005,2,0,484.0,1538.0,1538,1538,0,260000,0
141,5,1959,1,0,308.0,1143.0,1143,1143,0,136000,0
1669,4,1971,1,0,480.0,858.0,872,872,0,123000,0
1366,6,1920,1,0,0.0,319.0,1406,1035,371,89500,0
52,6,2005,2,0,430.0,1324.0,1324,1324,0,199500,0
1380,5,1966,1,0,408.0,876.0,904,904,0,109900,0
919,7,1926,1,1,282.0,1276.0,2080,1276,804,234000,1
2804,6,2004,1,0,420.0,848.0,848,848,0,155900,0
782,4,1957,1,0,304.0,1104.0,1788,1104,684,161500,0
956,6,1958,1,0,525.0,819.0,1344,1344,0,137500,0
187,5,1910,2,0,0.0,840.0,2256,1128,1128,76500,0
2074,6,1988,2,1,521.0,1151.0,2060,1164,896,211000,2
1039,6,1998,2,0,511.0,1405.0,1337,1337,0,181000,0
1210,6,1966,1,1,490.0,1127.0,1165,1165,0,174900,1
2710,5,1966,1,0,564.0,1164.0,1320,1320,0,164500,0
44,7,2004,2,0,532.0,1517.0,1535,1535,0,214000,0
1026,7,1980,2,1,489.0,738.0,2044,1277,767,185000,2
1343,4,1929,1,0,336.0,704.0,1136,624,512,123000,0
2248,6,1979,2,0,486.0,1001.0,1299,1299,0,183500,0
1849,8,1999,2,1,492.0,776.0,1441,764,677,174000,2
2076,5,1953,2,0,649.0,1073.0,1630,1630,0,130000,0
2641,7,1925,1,1,546.0,728.0,1641,832,809,178000,1
5,5,1997,2,1,482.0,928.0,1629,928,701,189900,2
878,6,2003,1,0,420.0,848.0,848,848,0,144000,0
1548,6,1930,1,0,432.0,816.0,816,816,0,120500,0
841,5,1994,1,1,672.0,1097.0,1097,1097,0,145000,1
1621,8,2000,2,0,499.0,1494.0,1652,1652,0,251000,0
218,4,1968,2,0,0.0,1768.0,1768,1768,0,136500,0
1504,4,1955,2,0,0.0,0.0,1152,1152,0,82500,0
946,2,1910,1,0,280.0,0.0,810,810,0,57625,0
455,7,2007,2,0,484.0,1350.0,1358,1358,0,212500,0
2906,6,1998,2,0,402.0,1216.0,1216,1216,0,164000,0
2878,6,1957,2,0,384.0,967.0,1638,967,671,139000,0
1173,7,1999,2,1,462.0,600.0,1252,624,628,160000,2
985,5,1992,1,0,698.0,828.0,883,883,0,149000,0
975,5,1968,1,0,288.0,864.0,874,874,0,130000,0
202,7,1921,2,0,480.0,576.0,1710,902,808,140000,0
528,8,2008,2,0,517.0,1836.0,1836,1836,0,264500,0
2579,5,1957,1,0,299.0,1092.0,1092,1092,0,141000,0
1841,7,2006,1,1,569.0,1241.0,1241,1241,0,199900,1
591,6,1977,2,0,630.0,1350.0,1334,1334,0,167900,0
1897,6,1960,1,0,572.0,1144.0,1429,1429,0,181900,0
70,8,2008,2,0,750.0,1566.0,1566,1566,0,262500,0
590,7,1977,1,2,520.0,908.0,2288,1316,972,230000,2
1172,9,1999,2,0,506.0,1698.0,1709,1709,0,328900,0
1714,8,2005,2,0,554.0,1721.0,1721,1721,0,232698,0
829,8,2008,2,0,810.0,1254.0,1254,1254,0,221800,0
1397,5,1941,1,1,627.0,576.0,1350,864,486,152400,1
877,7,2000,2,0,451.0,1630.0,1630,1630,0,213000,0
2477,7,2005,2,1,449.0,784.0,1585,831,754,184900,2
2871,5,1953,1,0,375.0,1165.0,1336,1336,0,157000,0
2489,5,1962,1,0,576.0,864.0,1211,1211,0,144000,0
1655,6,1979,2,0,478.0,1259.0,1353,1353,0,192350,0
1891,7,1966,2,0,440.0,1174.0,1200,1200,0,163500,0
1419,7,1990,2,1,514.0,1475.0,2329,1532,797,262280,2
1473,7,2002,2,0,532.0,1536.0,1536,1536,0,214000,0
2868,6,1956,1,0,470.0,1073.0,1811,1811,0,230000,0
1695,7,2006,2,1,947.0,1063.0,2172,1071,1101,280000,2
2244,4,1957,1,0,720.0,1073.0,1073,1073,0,140000,0
169,6,1966,1,1,442.0,756.0,1839,1051,788,155000,1
2670,3,1918,1,0,0.0,1020.0,1020,1020,0,64500,0
247,6,1993,2,1,1017.0,946.0,1802,964,838,218000,2
2137,5,1977,2,0,576.0,995.0,1009,1009,0,160000,0
1794,8,2007,2,0,598.0,1338.0,1338,1338,0,208900,0
1498,5,1959,3,1,624.0,0.0,3820,3820,0,284700,3
1164,7,2007,2,0,540.0,689.0,1392,703,689,146000,0
1179,8,1996,1,1,500.0,1260.0,1288,1288,0,245500,1
1340,6,1926,1,0,160.0,992.0,1013,1013,0,113000,0
436,8,2004,2,0,932.0,1782.0,1782,1782,0,296000,0
1636,9,2005,2,0,676.0,1922.0,1922,1922,0,377426,0
421,10,2006,2,0,786.0,1700.0,1718,1718,0,337500,0
457,10,2004,2,1,949.0,2492.0,2492,2492,0,552000,2
2834,4,1948,1,0,265.0,624.0,936,624,312,97900,0
517,6,2009,2,0,676.0,1218.0,1218,1218,0,208300,0
1566,7,1996,2,1,816.0,910.0,1820,910,910,213000,2
1439,7,1998,2,1,527.0,880.0,1724,880,844,188000,2
2577,6,1958,1,1,488.0,1121.0,1336,1336,0,162000,1
2241,5,1950,1,1,282.0,910.0,1558,910,648,152000,1
71,7,2004,2,1,678.0,991.0,1947,991,956,254900,2
1143,7,1994,2,1,483.0,832.0,1657,832,825,189000,2
1021,7,1978,2,0,550.0,2048.0,2064,2064,0,235000,0
1416,5,1950,1,0,240.0,1164.0,1164,1164,0,125000,0
35,7,1975,1,0,308.0,836.0,836,836,0,120000,0
2904,1,1951,1,1,270.0,0.0,1600,1600,0,81500,1
2174,6,1990,1,0,0.0,816.0,816,816,0,118500,0
522,9,2009,2,1,478.0,1766.0,1766,1766,0,370878,2
2211,5,1949,2,0,871.0,1001.0,2002,1001,1001,145000,0
1539,7,1939,1,1,431.0,798.0,1954,1137,817,311500,1
2420,7,2006,2,0,437.0,1220.0,1364,1364,0,210250,0
2779,7,2002,2,1,492.0,916.0,1861,920,941,200000,2
953,5,1977,2,0,539.0,0.0,1734,1302,432,126000,0
658,4,1900,1,0,281.0,405.0,1039,717,322,114000,0
714,4,1910,2,0,720.0,677.0,1510,833,677,87500,0
1637,8,2005,3,1,729.0,1149.0,2541,1164,1377,349265,3
538,8,2004,2,0,845.0,1512.0,1512,1512,0,203000,0
546,7,2001,2,0,527.0,1454.0,1434,1434,0,189000,0
533,7,2003,2,1,628.0,812.0,1653,812,841,209000,2
718,6,1900,2,0,357.0,917.0,2007,1090,917,160000,0
1830,5,1974,1,0,431.0,1037.0,1037,1037,0,129000,0
2929,5,1974,1,0,418.0,1389.0,1389,1389,0,170000,0
2207,5,1913,1,0,352.0,440.0,694,694,0,90350,0
1417,6,1924,1,0,0.0,572.0,1096,572,524,79000,0
2787,5,1972,1,0,552.0,894.0,894,894,0,149900,0
1037,5,1971,1,0,576.0,864.0,864,864,0,123000,0
2659,4,1900,2,0,779.0,1095.0,1774,1095,679,87000,0
1567,6,1977,1,0,358.0,1096.0,1118,1118,0,171000,0
1225,6,1950,1,0,288.0,1032.0,1252,1032,220,119000,0
685,5,1959,1,0,672.0,1148.0,1148,1148,0,132500,0
1358,8,1925,1,0,228.0,588.0,1666,833,833,161000,0
1461,9,2001,2,1,725.0,1357.0,1947,1366,581,274000,2
221,5,1967,1,0,336.0,912.0,912,912,0,125000,0
2187,5,1946,2,0,0.0,1195.0,1195,1195,0,98500,0
2504,8,1994,2,0,757.0,1624.0,1624,1624,0,262000,0
855,5,1979,1,0,444.0,914.0,914,914,0,134900,0
2258,5,1959,1,1,308.0,1350.0,1328,1328,0,170000,1
2205,6,1926,1,0,225.0,686.0,1461,686,775,135000,0
1158,6,1990,2,1,473.0,930.0,2683,1364,1319,290000,2
1741,7,2007,2,0,462.0,1246.0,1258,1258,0,173500,0
2735,5,1948,3,0,230.0,896.0,2008,1112,896,225000,0
1888,5,1961,1,0,440.0,864.0,1187,1187,0,140500,0
2121,5,1994,1,0,299.0,990.0,990,990,0,126000,0
1176,8,1999,2,1,480.0,960.0,1586,962,624,170000,2
2773,5,1995,1,0,576.0,990.0,990,990,0,156000,0
2619,5,1957,1,0,319.0,1484.0,1600,1600,0,207500,0
1796,8,2007,2,1,590.0,896.0,1792,896,896,255000,2
1598,4,1973,1,0,297.0,462.0,988,526,462,94900,0
1965,5,1958,1,0,338.0,1170.0,1170,1170,0,140000,0
2651,3,1905,1,0,216.0,738.0,1376,714,662,96900,0
609,5,1966,1,1,480.0,1154.0,1154,1154,0,154000,1
1990,8,1910,2,1,816.0,725.0,1772,909,863,184900,2
1053,10,2007,2,0,1220.0,2078.0,2084,2084,0,385000,0
2877,4,1936,1,0,327.0,951.0,951,951,0,106500,0
497,8,2000,2,1,810.0,1455.0,2687,1466,1221,327000,2
514,9,2005,2,0,795.0,2458.0,2490,2490,0,468000,0
759,6,1927,1,0,384.0,1204.0,1666,1204,462,135000,0
2474,6,2005,1,1,484.0,1141.0,1141,1141,0,142500,1
1193,5,1968,1,1,470.0,732.0,1464,732,732,141000,1
1415,5,1910,1,0,0.0,1117.0,1347,820,527,107500,0
2048,5,1942,1,0,240.0,672.0,1282,778,504,108500,0
2483,6,1994,2,1,472.0,636.0,1320,636,684,150000,2
2883,3,1916,1,0,0.0,216.0,936,576,360,78000,0
1111,8,2007,2,0,830.0,1580.0,1580,1580,0,235128,0
2072,7,1971,2,0,739.0,1643.0,1824,1824,0,302000,0
1450,5,1975,2,0,440.0,864.0,1558,1558,0,163000,0
274,3,1945,1,0,240.0,0.0,640,640,0,84900,0
413,6,1974,2,1,440.0,855.0,1322,855,467,147000,2
751,7,1915,1,1,164.0,910.0,1826,916,910,155000,1
2897,7,1990,2,0,484.0,1309.0,1339,1339,0,180000,0
207,4,1930,2,0,0.0,0.0,1092,372,720,55000,0
2269,7,2003,2,0,438.0,868.0,1146,1146,0,187500,0
891,6,1976,1,0,352.0,1041.0,1125,1125,0,125000,0
2863,7,1936,1,1,180.0,1017.0,2057,1020,1037,250000,1
1298,5,1910,1,0,200.0,481.0,899,899,0,78000,0
1292,4,1910,2,0,0.0,828.0,1594,828,658,118000,0
1687,8,2007,2,0,818.0,1694.0,1694,1694,0,318000,0
2749,8,1993,2,1,471.0,777.0,1911,1065,846,215000,2
2875,4,1925,1,0,0.0,432.0,672,672,0,72000,0
1029,6,1976,2,0,478.0,1193.0,1523,1523,0,180000,0
1581,6,1986,2,0,616.0,1606.0,1651,1651,0,184000,0
612,5,1959,1,0,270.0,1041.0,1041,1041,0,124500,0
139,5,1958,2,0,576.0,1604.0,1604,1604,0,135000,0
1335,6,1940,1,1,240.0,981.0,1672,1014,658,164900,1
2531,7,1969,1,1,528.0,1164.0,1164,1164,0,140000,1
681,5,1958,1,0,294.0,1041.0,1041,1041,0,128000,0
1383,6,1978,1,0,504.0,450.0,1034,1034,0,153000,0
1359,6,1910,1,0,228.0,796.0,1609,825,784,127500,0
1226,5,1950,1,0,264.0,572.0,1337,1337,0,141500,0
63,8,1994,2,1,712.0,1463.0,2622,1500,1122,325000,2
1869,7,1993,2,0,472.0,1594.0,1594,1594,0,188500,0
2468,6,2006,2,0,572.0,1262.0,1262,1262,0,185000,0
1135,6,2005,1,0,0.0,1175.0,1175,1175,0,146000,0
719,6,1917,1,0,280.0,624.0,1288,664,624,119000,0
405,5,1971,2,1,280.0,630.0,1302,630,672,112000,2
2506,8,2005,1,1,550.0,1247.0,1247,1247,0,197000,1
2380,9,2006,2,1,831.0,1738.0,2589,1738,851,412083,2
1565,8,2002,2,0,857.0,1568.0,1689,1689,0,271000,0
1727,7,2003,2,0,478.0,1405.0,1405,1405,0,200000,0
1661,7,1976,2,0,585.0,1228.0,1324,1324,0,174000,0
1967,5,1960,1,0,351.0,1377.0,1377,1377,0,156500,0
2267,6,1996,2,1,422.0,872.0,1756,888,868,204000,2
1389,5,1966,1,1,271.0,1228.0,1228,1228,0,149350,1
2553,5,1954,1,0,275.0,1008.0,1008,1008,0,137000,0
1459,7,1998,2,1,541.0,1153.0,2031,1153,878,222500,2
1739,6,2007,2,1,440.0,752.0,1504,752,752,166000,2
172,5,1920,1,0,0.0,936.0,936,936,0,109500,0
788,4,1954,1,0,498.0,0.0,1383,1383,0,122000,0
1979,5,1920,1,0,180.0,967.0,967,967,0,99900,0
1801,8,2006,2,0,826.0,1656.0,1656,1656,0,249700,0
931,6,1950,1,0,300.0,1092.0,1152,1152,0,158500,0
2471,6,2005,1,1,0.0,1142.0,1142,1142,0,139500,1
2899,6,2000,2,0,470.0,1381.0,1403,1403,0,202000,0
2544,5,1959,2,0,588.0,1626.0,1712,1712,0,145000,0
1386,4,1969,0,2,400.0,1198.0,1258,1258,0,108959,0
315,5,1948,1,0,572.0,747.0,1687,1687,0,160000,0
1932,5,1958,2,0,484.0,1560.0,1560,1560,0,128600,0
1660,7,1976,2,1,550.0,793.0,1935,1142,793,197900,2
2353,7,1976,1,0,596.0,1047.0,1083,1083,0,172000,0
2139,5,1977,1,0,308.0,876.0,907,907,0,130000,0
1585,6,1999,2,0,435.0,1666.0,1675,1675,0,195000,0
1602,5,1954,1,0,520.0,988.0,988,988,0,113000,0
2888,8,2001,2,0,490.0,1491.0,1491,1491,0,209000,0
965,7,1987,2,1,578.0,1645.0,1479,1479,0,213500,2
645,5,1951,1,0,480.0,631.0,1112,1112,0,126000,0
789,6,1956,1,0,480.0,1436.0,1689,1689,0,127500,0
1015,9,2007,2,0,557.0,1710.0,1710,1710,0,334000,0
1264,6,1960,1,1,352.0,1253.0,1253,1253,0,157000,1
1972,5,1962,1,0,294.0,864.0,864,864,0,125500,0
1481,7,2005,2,1,410.0,728.0,1456,728,728,189000,2
954,7,1990,2,0,497.0,1188.0,1217,1217,0,173000,0
2499,7,1974,2,0,550.0,1748.0,2646,2151,495,260000,0
824,8,2007,2,1,578.0,866.0,1768,866,902,212000,2
2769,5,1996,1,0,576.0,870.0,914,914,0,148000,0
123,6,1964,2,0,480.0,533.0,1775,1131,644,136300,0
1862,5,1977,2,2,600.0,1361.0,2620,1361,1259,190000,4
1308,5,1900,2,0,420.0,797.0,1627,830,797,139500,0
1758,7,2003,2,1,400.0,660.0,1320,660,660,162000,2
2236,4,1939,1,0,264.0,732.0,1123,772,351,100000,0
2912,5,1968,1,0,288.0,864.0,874,874,0,126500,0
2093,7,1986,2,1,576.0,1502.0,2730,1553,1177,301000,2
2128,6,1997,2,1,684.0,824.0,1786,905,881,204750,2
679,4,1949,2,0,420.0,0.0,1040,1040,0,90000,0
1313,5,1920,2,0,393.0,973.0,2350,1377,973,130000,0
2534,5,1968,1,1,530.0,900.0,1770,884,886,155000,1
1273,5,1960,1,1,308.0,1269.0,1269,1269,0,155000,1
219,5,1965,1,1,504.0,1039.0,1039,1039,0,131500,1
133,6,1955,1,0,364.0,1156.0,1520,1520,0,153000,0
38,8,2007,2,0,772.0,1704.0,1704,1704,0,306000,0
2408,9,2006,2,0,899.0,1686.0,1686,1686,0,332200,0
1575,8,2007,2,0,800.0,1638.0,1646,1646,0,293077,0
1671,4,1961,1,0,270.0,914.0,914,914,0,128000,0
2000,6,1926,2,0,216.0,1149.0,1616,1149,467,152000,0
2621,4,1949,1,1,0.0,720.0,1192,720,472,135000,1
1996,6,1880,2,0,205.0,1008.0,2210,1178,1032,117500,0
1976,6,1927,1,0,576.0,845.0,1296,866,430,127500,0
1861,8,1981,2,0,676.0,2461.0,2497,2497,0,373000,0
1600,6,1970,2,1,0.0,546.0,1092,546,546,98000,2
298,7,1994,2,1,473.0,423.0,1652,896,756,203135,2
875,7,1996,2,1,512.0,880.0,1716,909,807,191000,2
1205,5,1956,1,0,267.0,0.0,1014,1014,0,98000,0
763,5,1987,3,0,0.0,1200.0,1200,1200,0,179000,0
512,8,2006,2,0,492.0,1422.0,1432,1432,0,245000,0
592,7,1998,2,0,583.0,1650.0,1680,1680,0,213250,0
1255,4,1948,1,0,390.0,0.0,869,869,0,89900,0
355,7,1998,2,1,427.0,832.0,1718,885,833,185000,2
1676,6,1973,1,1,264.0,525.0,1092,525,567,113500,1
2599,3,1929,1,0,660.0,715.0,715,715,0,68000,0
312,7,2003,2,0,573.0,1560.0,1560,1560,0,201000,0
1124,7,2005,2,1,603.0,866.0,1768,866,902,226700,2
1702,10,2007,2,1,1174.0,2320.0,2290,2290,0,500067,2
2434,7,2004,2,1,433.0,848.0,1598,848,750,201490,2
1432,5,1994,1,0,528.0,990.0,990,990,0,155000,0
689,5,1978,1,0,564.0,941.0,941,941,0,145000,0
1349,6,1920,2,0,502.0,611.0,1362,751,611,128000,0
1759,6,2000,2,1,442.0,915.0,1690,940,750,187000,2
893,6,2005,1,0,525.0,547.0,1072,1072,0,145500,0
944,4,1925,1,0,200.0,572.0,572,572,0,75000,0
2109,7,2005,2,0,796.0,1546.0,1546,1546,0,217000,0
316,7,2008,2,0,660.0,1336.0,1346,1346,0,220000,0
2529,6,1972,1,2,484.0,732.0,1790,1012,778,165150,2
1448,6,1978,1,0,576.0,940.0,1026,1026,0,147000,0
871,7,1996,2,0,478.0,1504.0,1504,1504,0,203000,0
142,5,1959,1,1,447.0,1398.0,1700,1700,0,165500,1
1515,3,1914,1,0,0.0,864.0,864,864,0,67000,0
1970,6,1964,2,1,440.0,822.0,1851,1020,831,187000,2
572,6,2000,2,1,440.0,756.0,1512,756,756,180000,2
2200,6,1921,2,0,240.0,651.0,1298,759,539,146500,0
2147,7,2000,2,0,583.0,1673.0,1673,1673,0,270000,0
249,6,1992,1,0,564.0,936.0,996,996,0,147000,0
162,6,1948,1,0,280.0,816.0,1224,816,408,132000,0
664,4,1920,1,0,338.0,840.0,1374,840,534,105000,0
1516,5,1912,2,0,0.0,780.0,1716,936,780,135900,0
16,8,2003,3,1,841.0,1650.0,3279,1690,1589,538000,3
1808,7,2006,1,1,0.0,1143.0,1143,1143,0,147000,1
425,9,2006,2,0,840.0,1652.0,1652,1652,0,325000,0
1372,5,1947,1,0,240.0,1046.0,1054,1054,0,124000,0
2495,5,1965,1,0,288.0,935.0,935,935,0,137000,0
661,4,1915,2,0,528.0,1313.0,2377,1313,0,142900,0
1301,5,1948,1,0,528.0,924.0,1122,1122,0,147000,0
396,5,1970,1,1,477.0,1180.0,1180,1180,0,128000,1
2663,7,1916,1,0,225.0,815.0,1690,815,875,144000,0
50,8,2006,2,0,484.0,1370.0,1370,1370,0,205000,0
886,5,1964,1,0,480.0,1486.0,1486,1486,0,167000,0
696,5,1941,1,1,200.0,676.0,1131,676,455,66500,1
2454,8,1993,2,1,704.0,1286.0,2799,1565,1234,315000,2
2106,7,2006,2,1,440.0,728.0,1456,728,728,155835,2
353,8,1995,2,0,528.0,1587.0,1734,1734,0,239500,0
441,9,2006,2,0,700.0,1504.0,1531,1531,0,300000,0
2270,8,2002,2,0,692.0,1922.0,1922,1922,0,282000,0
1924,5,1960,1,0,336.0,1144.0,1144,1144,0,120000,0
1402,7,1954,1,0,439.0,1385.0,1363,1363,0,241500,0
1070,9,2008,2,0,870.0,1858.0,1866,1866,0,336860,0
2696,3,1922,1,0,210.0,1007.0,1077,1077,0,91000,0
1840,8,2006,2,1,528.0,1550.0,1550,1550,0,207500,2
1562,7,2004,2,0,482.0,1594.0,1646,1646,0,250000,0
2426,7,2005,2,0,438.0,1248.0,1248,1248,0,167240,0
1162,7,2004,2,0,495.0,1235.0,1245,1245,0,178000,0
